id,title,obj_type,obj_type_id,Identifier,Collection,Dimensions,Creation dates,created by,Description,Subjects,Subject,Related Collection,Link,distributed by,published by,published in association with,illustrated by,text by,Library of Congress Subject Headings,contributor,created for,was located at,originates from,Publication dates,was created in,designed by,printed by,describes,inspired by,Affiliation with Center for Book Arts,depicts,bound by,created at,typesetting by,Copyright dates,Highlight of,printed under the direction of,also created by,paper made by,typography by,edited by,donated by,drawings by,etchings by,enclosure by,CBA course taught by,photographs by,Unnamed: 48,funded by,text translated by,introduction written by,gift of,cover art by,influenced by,is about,foreword by,woodcuts created by,Submission dates,layout by,lithographs by,commissioned by,introduction by,Related Collections,preface by,calligraphy by,originally published by,owned by
5946,['Saving Face' reproductions],Accordion books,185,FA.B121.2182,Fine Art Collection,6.5 x 8.5 in; 16.51 x 21.59 cm,2003,Dennis Y. Ichiyama,"A sampling of reproductions from the artist's series 'Saving Face'. The prints in the series were made using found wood type at the Hamilton Museum in Two Rivers, Wisconsin. ""Paper: Mohawk Superfine Softwhite Smooth 100 Cover; Type: Univers; Prints: Xerox DocuColor 12; Printer: Printing Services, Purdue University"" -- colophon.","['Accordion books', 'reproductions', 'typography']",,,,,,,,,,,,,,,,,,,,,,,Hamilton Wood Type & Printing Museum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3410,Sayings of the Blind,Books,177,FA.B104.1587,Fine Art Collection,16 x 11 cm (folded); 30 x 40 cm (unfolded),2010,Roni Gross,"Softcover cream, blue and brown marbled cover in blue belly band sleeve; contents consist of folded map laid in at inside back cover. New York City, 2010. Letterpress. Poem by William Stafford. Suminagashi by Yukari Hayashida. Center's copy is #25 of edition of 50. ""Sayings of the Blind was produced to revel in the spirit of William Stafford, 1914-1993. The text was set in Scala, and letterpress printed on Shikoku with a sleeve of Ca L'Oliver handmade paper. The Suminagashi cover was made by Yukari Hayashida. Edition of 50 copies ... Copyright 1998 by the Estate of William Stafford. Reprinted from 'The Way It Is; New & Selected Poems' with the permission of Graywolf Press, Saint Paul, Minnesota""-- Colophon","[""artists' books"", 'blindness', 'letterpress printing', 'marbled paper', 'poetry', 'topographic maps']",,,Roni Gross,,,,,William Stafford,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1182,Scale art = Skalakunst,Books,177,FA.B55.0779,Fine Art Collection,"[29] p., [33] leaves of plates : ill. ; 15 x 22 cm.",1978,Stig Brøgger,"Offset hardcover artists' book from Denmark; 2nd edition, 1978 (1200 copies); full color dust jacket. Includes color photographs and text with bibliography; Danish with English translations. The main concepts described are: Frames of Interpretation; Art as Institution; Criticism, material and new production; Development model; Utopia (the wish); Utopia as vision, as picture. --preface.",,artists' books,,,"['Printed Matter', 'Borgens']",,,,,,,,,,,Copenhagen,,,,,,,,,,,,,Hein Heinsen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2927,"Scenarios, Book One",Pamphlet bindings,184,FA.B93.1413,Fine Art Collection,"1 vol., unpaged : 20 x 14 cm.",2001,Norman Shapiro,"5 short stories (erotic scenarios); staple bound. #1-5, signed and dated. ""With the scenario as my format, my erotica is the vehicle for something more I'm striving for. Artistically, the scenario vehicle allows me to build from the eroticism to character and situation. The something more. Am alluding to protagonists with lives before and after this sex."" - artist's statement",,erotica,,,,Euphemisms Publishing Company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7710,Around the corner,Books,177,FA.SA7.2482,Fine Art Collection,1100 pages : illustrations ; 8 x 7 x 2.5 in (20 x 18 x 6 cm),NA,Ximena Perez Grobet,Soft cover. Paper wrappers. Stab binding. Fore-edge printing. In slipcase. Produced as a part of AMBruno's 2020 project,,,,Artist's website,,Nowhereman Press,AMBruno Collective,,,,,,,,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6077,Arrangement for Sharps #1-4,Prints,191,FA.FFM19.4183-FA.FFM19.4188,Fine Art Collection,"6 prints ; each 58 x 36 cm, 22"" x 15""",2010,Jennie C. Jones,"A collection of three states of letterpress relief prints for Jennie C. Jones' work ""Arrangement for Sharps #1-4.""","['relief printing', 'relief prints']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5430,Ars Poetica #28 : African Leave-Taking Disorder,Broadsides,192,FA.FFS13.3124,Fine Art Collection,"24 x 18 cm;  9.375"" x 7.125""",2005,,"A letterpress printed broadside of an Elizabeth Alexander poem, printed in brown. The broadside is illustrated with relief prints of speech bubbles, printed in gray and yellow. The broadside is signed by the poet, and the colophon reads: ""This broadside was printed in honor of the poet's reading at the Center for Book Arts on October 28, 2005. Design, illustration and letterpress printing from photopolymer plates by Kelly Hitzing."" CBA has one copy, this is copy 1.","['broadsides', 'letterpress printing', 'poetry', 'relief prints']",,,,,,,Kelly Hitzing,Elizabeth Alexander,,,,,,,New York City,Kelly Hitzing,Kelly Hitzing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6591,"Ars Poetica #28, African Leave Taking Disorder",Broadsides,192,FA.OSB6.0816.9,Fine Art Collection,9.5 x 7 in,NA,,Part of the 2005 Center for Book Arts Broadsides Reading Series.,"['Broadsides to move', 'letterpress printing', 'poetry']",,,,,,,Kelly Hitzing,Elizabeth Alexander,,,,,,,,Kelly Hitzing,Kelly Hitzing,,,,,,,,,,,,,,,,,,,Center for Book Arts Broadsides Reading Series,,2005,,,,,,,,,,,,,,,,,,,
7712,Art as Healing: Resilience in Multiple Truths,Books,177,FA.SA5.2484,Fine Art Collection,28 x 21 cm,NA,,"Two-color Risograph printed, spiral bound zine printed in an edition of 130.",,,,,,,,,,"Asian American art, Asian American college students",,,,,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
494,Art Beck Translates Luxorious,Pamphlet bindings,184,FA.B25.0428,Fine Art Collection,23 x 15.5 cm,1982,,"Edition of 100. Pamphlet bound with gray illustrated wrappers; illustrated title page. Letterpress printed chapbook that presents Beck's translations of works by Luxorious, the 6th century (c.e.) provincial Roman poet who lived in North Africa during the time of the fall of the Western Roman Empire. ""This book was set in Kennerly and Italian Old Style types cast at the Out of Sorts Letter Foundery and was printed by Spencer Cholmar, Gina Davis, Elizabet de Bethune, Nancy Joseph, Lilah Kan, Jan Kawamura, and Jill Korostoff on Frankfurt mouldmade paper, under the supervision of Steve Miller at the Center for Book Arts in New York during the fall of 1982...The drawings are by Don Traver...""--Colophon.","['chapbooks', 'letterpress printing', 'pamphlet bindings']",,,,,,,,,,,,,,,,,,,,,New York City,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
847,ART: Definition Five (and Other Writings),Pamphlet bindings,184,FA.B37.0650,Fine Art Collection,"23, [3] p; 19.7 x 14.1 cm",2008,Peter Koch,"Edition of 500; Code(x) + 1 Monograph, Series (No.2). Staple fold binding with ocher, three-color printed wrappers. Booklet contains letterpress printed text and illustrations. ""Art: Definition Five (and Other Writings) was designed and printed in an edition of 500 copies on a comfortable old Heidelberg cylinder press by Peter Koch assisted by Johnathan Gerken for CODEX Foundation. The typeface Quadraat is well suited for manifesto/feuilleton editions printed in relative haste. The cover was printed from antique wood and metal types in the Koch collection-ars long, vita brevis.""--Colophon.","['letterpress printing', 'pamphlet bindings', 'periodicals', 'typefaces']",,,,,The CODEX Foundation,,,,,,,,,,,,Jonathan Gerken,,,,Berkeley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7209,Art Desks,Books,177,FA.B119.2430,Fine Art Collection,10 x 6.5 in,2014,E. Brady Robinson,"Hardcover book with an embossed cover. Features color photographs of the desks and working spaces of artists, curators, art dealers and critics throughout the East Coast. Explores the idea of desk as portrait, combined with the social experiment of navigating the art world. Includes an essay by Andy Grundberg.","['embossing', 'hardcover books', 'photobooks', 'photography']",,,,,Daylight Books,,,,,Andy Grundberg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1489,Arthur Rimbaud,Prints,191,FA.FFM14.4139,Fine Art Collection,37.4 x 45.5 cm,1992,A.P. Thompson,"Intaglio print, multicolor portrait of the poet. 2/8, signed by the artist.",,intaglio printing,,,,,,,,,,,,,,,,,,,,Arthur Rimbaud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7920,Art impressions USA & Canada (More Dada),Books,177,FA.B128.3004,Fine Art Collection,24 pages : illustrations ; 19 cm,NA,Klaus Groh,"Softcover, saddle-stitched (staple-bound). Handwritten text and images printed in gold on paper.",,,,,,Beau Geste Press,,,,Dadaism,,,,,1975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2924,Artist Book December of 2005,Pamphlet bindings,184,FA.B93.1410,Fine Art Collection,"16 p. : ill., some col. ; 21 x 14 cm.",2005,Norman Shapiro,"""a new short story juxtaposing a folio of scanned recent drawings"" - front matter. # 1-2.",,line drawings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5188,Artists and the Book,Posters,34242,FA.FFL1.5009,Fine Art Collection,"71 x 45 cm; 28"" x 17.75""",2000,"['John Ross', 'Clare Romano']","Multi-color collagraph and letterpress poster. The poster is advertising an exhibition, titled ""Artists and the Book,"" that was held at the John Cotton Dana Library at Rutgers University in Newark, NJ from November 2000 to January 2001. The poster has two images one created by John Ross at the top and one created by Clare Romano at the bottom. The informational text in letterpress printed in the center of the two images. The print is editioned 31/40, and sign by both artists.","['collagraph printing', 'collagraphs']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8228,Artists + Archivists for Liberation,Perfect bindings,182,FA.B133.3136,Fine Art Collection,36 unnumbered pages : illustrations ; 13 x 26 cm + 1 pamphlet (8 unnumbered pages : illustrations ; 29 x 14 cm),NA,Sixty Inches From Center,Softcover. Perfect bound. Includes separate staple bound (saddle stitched) pamphlet by The Blackivists. Issue Three in the,"['archiving', 'interviews', 'prisoners', 'prisons', 'strikes']",,,"[""Publisher's website"", ""The Blackivists' website""]",,Sixty Inches From Center,Candor Arts,,,,,,,,2020,Chicago,,,,,,,,,,,,,The Blackivists,,,,,,,,,Sebastián Hidalgo,,,,,,,,,,,,,,,,,,,,
920,Artist's Blocks,Pamphlet bindings,184,FA.B47.0717,Fine Art Collection,24 p. : 16 cm.,1977,"['Martin Fidler', 'Steven Duncalf', 'Karl Torok', 'Kay Roberts', 'Simon Cutts', 'Stephen Skidmore']","Commercially color offset printed booklet published by Coracle Press, in conjunction with an exhibition held December 10-31, 1977. Title is blind embossed on front cover. Booklet features reproductions of drawings and/or prints by Martin Fidler, Steven Duncalf, Karl Torok, Kay Roberts,Simon Cutts and Stephen Skidmore.",,,,,,Coracle Press,,,,,,,,London,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8074,"Schenkung Christian Boltanski : Bilder, Objekte, Dokumente aus den siebziger Jahren : Katalog",Books,177,FA.B132.3076,Fine Art Collection,71 pages : illustrations ; 19 cm,NA,Christian Boltanski,Softcover. Exhibition catalog for an exhibition ca. 1993 at Valentin-Musäum im Isartor. No exhibition dates in catalog. Catalog of Boltanski's works from the 1970s.,,,,,,Walther König,Valentin-Musäum im Isartor,,,,,,,,1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6772,Scottish Fleet Pattern No. 24,Broadsides,192,FA.OSB3.1679.2,Fine Art Collection,,2012,,Part of the Center for Book Arts' 2012 Broadsides Reading Series.,"['Broadsides to move', 'letterpress printing', 'poetry']",,,,,,Center for Book Arts Broadsides Reading Series,,Caroline Knox,,,,,,,,Richard O'Russa,Richard O'Russa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6947,Scourge of Human Folly,Broadsides,192,FA.OSB2.1841.4,Fine Art Collection,,2017,,"Letterpress printed poem by Felix Bernstein. Created as part of the 2017 Center for Book Arts Broadside Reading Series and printed in honor of the poet's reading at the Center on October 27, 2017. Designed and printed by Norah Maki in an edition of 100. Signed by the poet.","['Broadsides to move', 'letterpress printing', 'poetry']",,,,,,Center for Book Arts Broadsides Reading Series,,Felix Bernstein,,,,,,,,Norah Maki,Norah Maki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8162,Scrap Compositions,Prints,191,FA.B132.3105,Fine Art Collection,5.5 x 8.5 in; 14 x 20.4 cm,NA,Cory Emma Siegler,"Softcover, staple-bound (saddle stitched). Black-and-white. Printed by photocopy. Edition of 50.","['cloth', 'textiles']",,,,,,,,,,,,,,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1160,Scratch 'n Sniff,Broadsides,192,FA.B43.0905,Fine Art Collection,23.6 x 16 cm,NA,,"Tri fold pamphlet printed on white paper, with black and white illustrated cover; staggered accordion fold structure. Features original poems that encorporate ""scratch 'n sniff"" stickers"" of various flavors. Poems and poets featured include, ""The Group: A Scratch 'n Sniff Sestina"", Driek Zirinsky; ""I'm a Little Confused"", Robert Grover; ""[*] & [*] (A Scratch 'n Sniff Sonnet)"", Christine Davis; ""The Girl Who Loved [*]"", Myrna Petersen; ""Spring Fever"", Jeanette Norris; ""Hand-Tool"", Karen Hines; ""Safe Sex"", Linda Emery.","['pamphlets', 'poetry', 'stickers']",,,,,,,,"['Linda Emery', 'Karen Hines', 'Janette Norris', 'Myrna Petersen', 'Christina Davis', 'Robert Grover', 'Driek Zirinsky']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3535,Screendump #2 : Over het toe-eigenen van online gevonden foto's,Books,177,FA.B101.1661,Fine Art Collection,27 x 20 cm.,NA,"['Suzan Geldhoff', 'Karin Krijgsman']","The Screendump project is an ongoing investigation and exploration of photography in the virtual world. In Screendump #1 (2011) the use of Google Street View was examined as a source of material for artists. In Screendump #2, the authors continue their exploration of the virtual photography with a closer look on the appropriation of photos found online. The publication shows the work of artists that run off with footage from amateurs. The overwhelming amount of online pictures changes the way we look at photography, the value we assign to photos and the role they occupy in our existence. Due to the arrival of smartphones the act of photographing has become a evident part of our daily lives. Photography is no longer the exclusive domain of journalists, artists and specialists: photography belongs to everyone. c2014. ISBN 9789081838481",,photographs,,The Eriskay Connection,,,,,,,,,,,,,,,,,,,,,,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8014,Scroll Down and Keep Scrolling,Books,177,FA.SA2.3059,Fine Art Collection,832 pages : color illustrations ; 28 cm,NA,Fiona Banner,"Softcover. Edition of 1,000.",,,,,,The Vanity Press,,,,,,,,,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1561,[Scroll],Prints,191,FA.SA4.1166,Fine Art Collection,21 x 345 cm (8 1/4 x 136 inches),NA,"['Skuta', 'Scott McCarney']","Color printed scroll consisting of reproduced photographs, contact sheets and notebook pages; accompanied by handwritten text that documents the various contexts, scenes and people in the photographs. First panel of scroll has been re-printed on matte paper and attached to the rest of the continuous scroll, which has been printed on semi-gloss paper.","['Mail Art', 'color photography', 'scrolls']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,Sea Ribbons,Books,177,FA.B36.0160,Fine Art Collection,5 leaves; 14 x 22 cm,1985,Anita Wetzel,"Number 65 in Edition of 100. Pamphlet bound book, housed in a Hollinger envelope. Interior title and artist's pages each consist of slender horizontal strips of paper stitched into the binding, over and behind the front fly leaf. The subsequent leaves are double side-screen printed and hand painted; [p.4-6] fold out. ""Sea Ribbons was produced at the Women's Studio Workshop in Rosendale, New York, and in my home studio...[and] realizes my interests in creating an edition of artworks that is simultaneously imagery created in multiple, and one-of-a-kind. Rather than the traditional concept of an edition...this edition was created in two steps...the first step produced by the silkscreen process, created 100 like copies. The second, via painting and drawing media, though following a repeated format, has embodied the nuances of the media in process to make each copy a unique edition.""-- Colophon.","[""artists' books"", 'mixed media', 'pamphlet bindings', 'screen printing']",,,,,,,,,,,,,Rosendale,,,Women's Studio Workshop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
885,Seasons at Eagle Pond [excerpt],Prints,191,FA.B37.0684,Fine Art Collection,1 folded folio: 25 x 16 cm,1987,,"Single folio of translucent yellow paper that has been folded six times. Letterpress printed text excerpt of Hall's essay, ""Seasons at Eagle Pond."" ""One hundred copies- not for sale- have been printed by permission of Houghton Mifflin Company at the Center for Book Arts, New York; December 9, 1989. Designed by Jerry Kelly and Earl Kallemeyn.""--Colophon.","['fiction', 'letterpress printing', 'prints']",,,,,,,,Donald Hall,,,,,,,New York City,"['Jerry Kelly', 'Earl Kallemeyn']",,,,,,,Center for Book Arts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
896,[Season's Greetings],Pamphlet bindings,184,FA.B37.0694,Fine Art Collection,booklet: 21.1 x 13.9; bifolio: 22.1 x 14 cm,1954,,"Illustrated, letterpress printed bifolio that contains a short story. ""This winter tale, written & illustrated by Jules Remedios Faye is dedicated to her father Robin Sheldon Heyer.""--Exterior recto of bifolio. CBA copy contains a handwritten note below the text attribution, and is accompanied by text, ""Season's Greetings from Stern & Faye"", signed by the artists.","['letterpress printing', 'offset printing', 'private presses', 'short stories']",,,,,Midian Masonic Lodge No.897,,,"['Jules Remedios Faye', 'Max Robinson']",,,,,,,,W. Louis Weinstein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Robin Sheldon Heyer,,,,,,,,,,,,
3400,sea,Perfect bindings,182,FA.OS2.1577,Fine Art Collection,26 x 33 x 2 cm,2012,Stephanie Beck,"Perfect binding, modified with signatures. In white paper slipcase. Letterpress printed, laser print-out and photocopies on transparencies; Somerset paper, transparency paper. Book is interactive: readers can slide off and lift transparencies. ""sea was printed by stephanie beck as an artist-in-residence at the center for book arts, new york city, 2012. the text is handset in baskerville type. the paper is somerset. the water is turkish. special thanks to the center for book arts. this is copy 8 of 15""--Colophon Signed by artist in black ink at bottom of colophon.","[""artists' books"", 'cut-paper work', 'interactive art', 'laser printing', 'letterpress printing', 'oceans', 'perfect bindings', 'photocopies', 'transparencies']",,,Stephanie Beck,,,,,,,,,,,,Center for Book Arts Collection Place Authority,,,,,Center for Book Arts Workspace Artist-in-Residence 2012,Center for Book Arts,,,,,,,,,,,,,,,,,,,,,,,,,,,2013,,,,,,,,,
